timestamp,inverter_id,dc_power_kw,ac_power_kw,dc_voltage_v,dc_current_a,module_temp_c,inverter_efficiency,status_code
2025-04-01 23:00:00,INV-01,0.0,0.0,0.0,0.0,15.5,,NORMAL
2025-04-01 23:30:00,INV-01,0.0,0.0,0.0,0.0,18.02,,NORMAL
2025-04-02 00:00:00,INV-01,0.0,0.0,0.0,0.0,17.45,,NORMAL
2025-04-02 00:30:00,INV-01,0.0,0.0,0.0,0.0,20.99,,NORMAL
2025-04-02 01:00:00,INV-01,0.0,0.0,0.0,0.0,20.38,,NORMAL
2025-04-02 01:30:00,INV-01,0.0,0.0,0.0,0.0,17.39,,NORMAL
2025-04-02 02:00:00,INV-01,0.0,0.0,0.0,0.0,16.95,,NORMAL
2025-04-02 02:30:00,INV-01,0.0,0.0,0.0,0.0,22.31,,NORMAL
2025-04-02 03:00:00,INV-01,0.0,0.0,0.0,0.0,16.75,,NORMAL
2025-04-02 03:30:00,INV-01,0.0,0.0,0.0,0.0,19.97,,NORMAL
2025-04-02 04:00:00,INV-01,0.0,0.0,0.0,0.0,28.64,,NORMAL
2025-04-02 04:30:00,INV-01,0.0,0.0,0.0,0.0,25.37,,NORMAL
2025-04-02 05:00:00,INV-01,0.0,0.0,0.0,0.0,14.3,,NORMAL
2025-04-02 05:30:00,INV-01,0.0,0.0,0.0,0.0,26.28,,NORMAL
2025-04-02 06:00:00,INV-01,12.7938,12.4922,597.73,0.0214,23.8,0.97642,NORMAL
2025-04-02 06:30:00,INV-01,28.2848,27.4901,612.55,0.0462,24.51,0.9719,NORMAL
2025-04-02 07:00:00,INV-01,17.9967,17.4878,614.61,0.0293,40.79,0.97172,NORMAL
2025-04-02 07:30:00,INV-01,34.5329,33.4234,584.01,0.0591,34.61,0.96787,NORMAL
2025-04-02 08:00:00,INV-01,60.0026,57.5864,612.78,0.0979,41.14,0.95973,NORMAL
2025-04-02 08:30:00,INV-01,77.9467,75.866,606.96,0.1284,44.22,0.97331,NORMAL
2025-04-02 09:00:00,INV-01,98.7867,95.2575,597.72,0.1653,45.08,0.96427,NORMAL
2025-04-02 09:30:00,INV-01,51.615,50.5773,582.09,0.0887,46.18,0.97989,NORMAL
2025-04-02 10:00:00,INV-01,40.6841,39.9178,594.62,0.0684,49.38,0.98117,NORMAL
2025-04-02 10:30:00,INV-01,80.5905,79.2342,597.12,0.135,52.07,0.98317,NORMAL
2025-04-02 11:00:00,INV-01,47.3241,46.201,590.05,0.0802,48.01,0.97627,NORMAL
2025-04-02 11:30:00,INV-01,107.5232,105.6769,619.54,0.1736,54.73,0.98283,NORMAL
2025-04-02 12:00:00,INV-01,101.8235,98.2349,584.79,0.1741,59.94,0.96476,NORMAL
2025-04-02 12:30:00,INV-01,51.1365,48.9072,601.0,0.0851,55.92,0.9564,NORMAL
2025-04-02 13:00:00,INV-01,46.8362,44.9889,597.88,0.0783,58.06,0.96056,NORMAL
2025-04-02 13:30:00,INV-01,76.8596,74.6986,597.95,0.1285,56.38,0.97188,NORMAL
2025-04-02 14:00:00,INV-01,88.0256,84.8077,580.68,0.1516,58.87,0.96344,NORMAL
2025-04-02 14:30:00,INV-01,91.925,89.6969,597.31,0.1539,47.8,0.97576,NORMAL
2025-04-02 15:00:00,INV-01,68.4438,65.8315,588.43,0.1163,41.16,0.96183,NORMAL
2025-04-02 15:30:00,INV-01,65.1512,62.2922,614.67,0.106,43.26,0.95612,NORMAL
2025-04-02 16:00:00,INV-01,48.298,47.2771,610.48,0.0791,40.76,0.97886,NORMAL
2025-04-02 16:30:00,INV-01,42.3425,41.1928,597.24,0.0709,39.78,0.97285,NORMAL
2025-04-02 17:00:00,INV-01,37.6826,36.1938,587.2,0.0642,37.79,0.96049,NORMAL
2025-04-02 17:30:00,INV-01,20.3001,19.688,595.84,0.0341,25.58,0.96984,NORMAL
2025-04-02 18:00:00,INV-01,13.5115,13.2173,596.81,0.0226,21.15,0.97823,NORMAL
2025-04-02 18:30:00,INV-01,0.0,0.0,0.0,0.0,21.35,,NORMAL
2025-04-02 19:00:00,INV-01,0.0,0.0,0.0,0.0,21.76,,NORMAL
2025-04-02 19:30:00,INV-01,0.0,0.0,0.0,0.0,20.9,,NORMAL
2025-04-02 20:00:00,INV-01,0.0,0.0,0.0,0.0,19.01,,NORMAL
2025-04-02 20:30:00,INV-01,0.0,0.0,0.0,0.0,18.12,,NORMAL
2025-04-02 21:00:00,INV-01,0.0,0.0,0.0,0.0,24.65,,NORMAL
2025-04-02 21:30:00,INV-01,0.0,0.0,0.0,0.0,22.59,,NORMAL
2025-04-02 22:00:00,INV-01,0.0,0.0,0.0,0.0,24.07,,NORMAL
2025-04-02 22:30:00,INV-01,0.0,0.0,0.0,0.0,14.69,,NORMAL
2025-04-02 23:00:00,INV-01,0.0,0.0,0.0,0.0,17.46,,NORMAL
2025-04-02 23:30:00,INV-01,0.0,0.0,0.0,0.0,18.27,,NORMAL
2025-04-03 00:00:00,INV-01,0.0,0.0,0.0,0.0,26.75,,NORMAL
2025-04-03 00:30:00,INV-01,0.0,0.0,0.0,0.0,18.49,,NORMAL
2025-04-03 01:00:00,INV-01,0.0,0.0,0.0,0.0,23.31,,NORMAL
2025-04-03 01:30:00,INV-01,0.0,0.0,0.0,0.0,17.89,,NORMAL
2025-04-03 02:00:00,INV-01,0.0,0.0,0.0,0.0,28.83,,NORMAL
2025-04-03 02:30:00,INV-01,0.0,0.0,0.0,0.0,16.64,,NORMAL
2025-04-03 03:00:00,INV-01,0.0,0.0,0.0,0.0,23.65,,NORMAL
2025-04-03 03:30:00,INV-01,0.0,0.0,0.0,0.0,19.51,,NORMAL
2025-04-03 04:00:00,INV-01,0.0,0.0,0.0,0.0,22.58,,NORMAL
2025-04-03 04:30:00,INV-01,0.0,0.0,0.0,0.0,17.82,,NORMAL
2025-04-03 05:00:00,INV-01,0.0,0.0,0.0,0.0,10.95,,NORMAL
2025-04-03 05:30:00,INV-01,0.0,0.0,0.0,0.0,26.83,,NORMAL
2025-04-03 06:00:00,INV-01,12.538,12.3416,606.35,0.0207,28.61,0.98434,NORMAL
2025-04-03 06:30:00,INV-01,18.067,17.7492,617.38,0.0293,23.52,0.98241,NORMAL
2025-04-03 07:00:00,INV-01,36.0836,34.8311,609.44,0.0592,26.55,0.96529,NORMAL
2025-04-03 07:30:00,INV-01,33.7069,32.7251,588.04,0.0573,38.23,0.97087,NORMAL
2025-04-03 08:00:00,INV-01,31.8983,30.884,593.5,0.0537,38.76,0.9682,NORMAL
2025-04-03 08:30:00,INV-01,67.4855,66.1036,583.78,0.1156,44.38,0.97952,NORMAL
2025-04-03 09:00:00,INV-01,51.6928,50.0961,617.7,0.0837,37.86,0.96911,NORMAL
2025-04-03 09:30:00,INV-01,71.14,68.3217,599.56,0.1187,58.06,0.96038,NORMAL
2025-04-03 10:00:00,INV-01,82.3355,80.9102,617.92,0.1332,51.26,0.98269,NORMAL
2025-04-03 10:30:00,INV-01,93.2767,89.3617,617.64,0.151,50.43,0.95803,NORMAL
2025-04-03 11:00:00,INV-01,71.8224,70.0262,600.78,0.1195,59.4,0.97499,NORMAL
2025-04-03 11:30:00,INV-01,111.9847,108.9256,580.33,0.193,57.04,0.97268,NORMAL
2025-04-03 12:00:00,INV-01,98.9534,96.8045,599.77,0.165,57.16,0.97828,NORMAL
2025-04-03 12:30:00,INV-01,86.2792,83.622,607.26,0.1421,53.21,0.9692,NORMAL
2025-04-03 13:00:00,INV-01,97.0323,92.7358,606.02,0.1601,58.46,0.95572,NORMAL
2025-04-03 13:30:00,INV-01,71.0929,68.7059,613.94,0.1158,49.45,0.96642,NORMAL
2025-04-03 14:00:00,INV-01,73.7896,71.751,590.23,0.125,47.88,0.97237,NORMAL
2025-04-03 14:30:00,INV-01,84.1886,81.8347,619.74,0.1358,50.34,0.97204,NORMAL
2025-04-03 15:00:00,INV-01,59.663,57.4924,611.29,0.0976,47.23,0.96362,NORMAL
2025-04-03 15:30:00,INV-01,35.0341,34.3356,604.63,0.0579,40.68,0.98006,NORMAL
2025-04-03 16:00:00,INV-01,70.3348,68.5024,598.11,0.1176,37.79,0.97395,NORMAL
2025-04-03 16:30:00,INV-01,53.2091,52.2143,608.18,0.0875,41.6,0.9813,NORMAL
2025-04-03 17:00:00,INV-01,32.1219,30.9493,606.31,0.053,25.87,0.9635,NORMAL
2025-04-03 17:30:00,INV-01,19.5909,18.8529,619.71,0.0316,35.16,0.96233,NORMAL
2025-04-03 18:00:00,INV-01,11.6821,11.231,585.73,0.0199,19.67,0.96139,NORMAL
2025-04-03 18:30:00,INV-01,0.0,0.0,0.0,0.0,20.64,,NORMAL
2025-04-03 19:00:00,INV-01,0.0,0.0,0.0,0.0,21.11,,NORMAL
2025-04-03 19:30:00,INV-01,0.0,0.0,0.0,0.0,23.7,,NORMAL
2025-04-03 20:00:00,INV-01,0.0,0.0,0.0,0.0,24.11,,NORMAL
2025-04-03 20:30:00,INV-01,0.0,0.0,0.0,0.0,23.11,,NORMAL
2025-04-03 21:00:00,INV-01,,,0.0,0.0,17.31,,COMM_FAIL
2025-04-03 21:30:00,INV-01,0.0,0.0,0.0,0.0,17.24,,NORMAL
2025-04-03 22:00:00,INV-01,0.0,0.0,0.0,0.0,22.46,,NORMAL
2025-04-03 22:30:00,INV-01,0.0,0.0,0.0,0.0,19.88,,NORMAL
2025-04-03 23:00:00,INV-01,0.0,0.0,0.0,0.0,20.83,,NORMAL
2025-04-03 23:30:00,INV-01,0.0,0.0,0.0,0.0,16.89,,NORMAL
2025-04-04 00:00:00,INV-01,0.0,0.0,0.0,0.0,16.52,,NORMAL
2025-04-04 00:30:00,INV-01,0.0,0.0,0.0,0.0,20.65,,NORMAL
2025-04-04 01:00:00,INV-01,0.0,0.0,0.0,0.0,22.83,,NORMAL
2025-04-04 01:30:00,INV-01,0.0,0.0,0.0,0.0,20.4,,NORMAL
2025-04-04 02:00:00,INV-01,0.0,0.0,0.0,0.0,23.06,,NORMAL
2025-04-04 02:30:00,INV-01,0.0,0.0,0.0,0.0,18.6,,NORMAL
2025-04-04 03:00:00,INV-01,0.0,0.0,0.0,0.0,18.74,,NORMAL
2025-04-04 03:30:00,INV-01,0.0,0.0,0.0,0.0,26.18,,NORMAL
2025-04-04 04:00:00,INV-01,0.0,0.0,0.0,0.0,26.32,,NORMAL
2025-04-04 04:30:00,INV-01,0.0,0.0,0.0,0.0,22.64,,NORMAL
2025-04-04 05:00:00,INV-01,0.0,0.0,0.0,0.0,16.51,,NORMAL
2025-04-04 05:30:00,INV-01,0.0,0.0,0.0,0.0,18.65,,NORMAL
2025-04-04 06:00:00,INV-01,7.9592,7.7095,606.98,0.0131,20.37,0.96862,NORMAL
2025-04-04 06:30:00,INV-01,19.663,18.8449,602.18,0.0327,26.63,0.95839,NORMAL
2025-04-04 07:00:00,INV-01,38.3104,37.6854,597.36,0.0641,32.28,0.98369,NORMAL
2025-04-04 07:30:00,INV-01,47.543,46.8182,617.98,0.0769,42.83,0.98476,NORMAL
2025-04-04 08:00:00,INV-01,47.767,46.797,609.28,0.0784,36.68,0.97969,NORMAL
2025-04-04 08:30:00,INV-01,73.6178,72.4461,587.89,0.1252,39.44,0.98408,NORMAL
2025-04-04 09:00:00,INV-01,42.3165,40.6447,580.64,0.0729,41.32,0.96049,NORMAL
2025-04-04 09:30:00,INV-01,52.2076,49.8841,585.77,0.0891,53.6,0.9555,NORMAL
2025-04-04 10:00:00,INV-01,100.8345,98.7473,607.35,0.166,53.18,0.9793,NORMAL
2025-04-04 10:30:00,INV-01,57.0525,54.4994,601.23,0.0949,48.46,0.95525,NORMAL
2025-04-04 11:00:00,INV-01,105.2664,101.3752,580.92,0.1812,49.57,0.96303,NORMAL
2025-04-04 11:30:00,INV-01,117.2276,112.9618,580.89,0.2018,56.22,0.96361,NORMAL
2025-04-04 12:00:00,INV-01,127.2312,125.0712,592.4,0.2148,53.75,0.98302,NORMAL
2025-04-04 12:30:00,INV-01,112.8332,108.7967,597.18,0.1889,53.21,0.96423,NORMAL
2025-04-04 13:00:00,INV-01,102.3325,98.1107,582.11,0.1758,53.12,0.95874,NORMAL
2025-04-04 13:30:00,INV-01,60.5845,58.4345,609.39,0.0994,47.71,0.96451,NORMAL
2025-04-04 14:00:00,INV-01,66.9297,65.4237,602.88,0.111,48.75,0.9775,NORMAL
2025-04-04 14:30:00,INV-01,88.1199,86.6842,596.46,0.1477,50.94,0.98371,NORMAL
2025-04-04 15:00:00,INV-01,75.8513,73.6552,594.71,0.1275,44.12,0.97105,NORMAL
2025-04-04 15:30:00,INV-01,81.3593,78.0388,601.21,0.1353,39.47,0.95919,NORMAL
2025-04-04 16:00:00,INV-01,47.7061,46.0751,619.84,0.077,42.91,0.96581,NORMAL
2025-04-04 16:30:00,INV-01,42.3679,41.4674,593.16,0.0714,37.74,0.97874,NORMAL
2025-04-04 17:00:00,INV-01,0.0,0.0,618.71,0.0606,37.86,0.95907,FAULT
2025-04-04 17:30:00,INV-01,13.8202,13.3576,605.75,0.0228,30.79,0.96653,NORMAL
2025-04-04 18:00:00,INV-01,0.0,0.0,606.82,0.023,26.25,0.9802,MAINT
2025-04-04 18:30:00,INV-01,0.0,0.0,0.0,0.0,19.33,,NORMAL
2025-04-04 19:00:00,INV-01,0.0,0.0,0.0,0.0,20.97,,NORMAL
2025-04-04 19:30:00,INV-01,0.0,0.0,0.0,0.0,21.3,,NORMAL
2025-04-04 20:00:00,INV-01,0.0,0.0,0.0,0.0,21.22,,NORMAL
2025-04-04 20:30:00,INV-01,0.0,0.0,0.0,0.0,19.94,,NORMAL
2025-04-04 21:00:00,INV-01,0.0,0.0,0.0,0.0,24.36,,NORMAL
2025-04-04 21:30:00,INV-01,0.0,0.0,0.0,0.0,24.4,,NORMAL
2025-04-04 22:00:00,INV-01,0.0,0.0,0.0,0.0,18.02,,MAINT
2025-04-04 22:30:00,INV-01,0.0,0.0,0.0,0.0,20.06,,NORMAL
2025-04-04 23:00:00,INV-01,0.0,0.0,0.0,0.0,18.6,,NORMAL
2025-04-04 23:30:00,INV-01,0.0,0.0,0.0,0.0,24.35,,NORMAL
2025-04-05 00:00:00,INV-01,0.0,0.0,0.0,0.0,22.98,,NORMAL
2025-04-05 00:30:00,INV-01,0.0,0.0,0.0,0.0,22.22,,NORMAL
2025-04-05 01:00:00,INV-01,0.0,0.0,0.0,0.0,16.87,,NORMAL
2025-04-05 01:30:00,INV-01,0.0,0.0,0.0,0.0,20.46,,NORMAL
2025-04-05 02:00:00,INV-01,0.0,0.0,0.0,0.0,12.79,,NORMAL
2025-04-05 02:30:00,INV-01,0.0,0.0,0.0,0.0,20.04,,NORMAL
2025-04-05 03:00:00,INV-01,0.0,0.0,0.0,0.0,21.37,,NORMAL
2025-04-05 03:30:00,INV-01,0.0,0.0,0.0,0.0,13.94,,NORMAL
2025-04-05 04:00:00,INV-01,0.0,0.0,0.0,0.0,25.11,,NORMAL
2025-04-05 04:30:00,INV-01,0.0,0.0,0.0,0.0,17.76,,NORMAL
2025-04-05 05:00:00,INV-01,0.0,0.0,0.0,0.0,26.38,,NORMAL
2025-04-05 05:30:00,INV-01,0.0,0.0,0.0,0.0,22.49,,MAINT
2025-04-05 06:00:00,INV-01,14.1314,13.8281,617.88,0.0229,23.39,0.97854,NORMAL
2025-04-05 06:30:00,INV-01,20.3104,19.7012,612.22,0.0332,22.52,0.97001,NORMAL
2025-04-05 07:00:00,INV-01,24.0083,23.3443,581.06,0.0413,30.39,0.97234,NORMAL
2025-04-05 07:30:00,INV-01,32.9571,32.1193,600.95,0.0548,38.77,0.97458,NORMAL
2025-04-05 08:00:00,INV-01,42.9198,41.5281,610.98,0.0702,49.21,0.96757,NORMAL
2025-04-05 08:30:00,INV-01,61.0791,58.6205,582.55,0.1048,45.43,0.95975,NORMAL
2025-04-05 09:00:00,INV-01,85.4872,82.085,610.91,0.1399,50.42,0.9602,NORMAL
2025-04-05 09:30:00,INV-01,86.8624,82.9602,615.06,0.1412,42.77,0.95508,NORMAL
2025-04-05 10:00:00,INV-01,71.2499,68.3358,619.28,0.1151,48.69,0.9591,NORMAL
2025-04-05 10:30:00,INV-01,99.6524,96.1641,580.53,0.1717,46.06,0.96499,NORMAL
2025-04-05 11:00:00,INV-01,123.1469,121.1501,592.1,0.208,55.97,0.98379,NORMAL
2025-04-05 11:30:00,INV-01,105.8884,103.5442,599.98,0.1765,54.17,0.97786,NORMAL
2025-04-05 12:00:00,INV-01,83.5132,81.3711,602.79,0.1385,56.82,0.97435,NORMAL
2025-04-05 12:30:00,INV-01,57.9114,56.6304,580.19,0.0998,52.09,0.97788,NORMAL
2025-04-05 13:00:00,INV-01,109.1978,105.1246,608.78,0.1794,58.05,0.9627,NORMAL
2025-04-05 13:30:00,INV-01,93.1005,89.676,618.41,0.1505,47.28,0.96322,NORMAL
2025-04-05 14:00:00,INV-01,98.1761,96.5571,593.89,0.1653,54.91,0.98351,NORMAL
2025-04-05 14:30:00,INV-01,41.3528,40.6413,593.51,0.0697,46.84,0.98279,NORMAL
2025-04-05 15:00:00,INV-01,83.4447,80.0924,608.34,0.1372,47.88,0.95983,NORMAL
2025-04-05 15:30:00,INV-01,58.1196,55.8394,603.34,0.0963,37.13,0.96077,NORMAL
2025-04-05 16:00:00,INV-01,63.835,62.6644,595.52,0.1072,36.01,0.98166,NORMAL
2025-04-05 16:30:00,INV-01,40.2089,39.2168,583.7,0.0689,40.32,0.97533,NORMAL
2025-04-05 17:00:00,INV-01,15.7311,15.0485,617.94,0.0255,31.89,0.95661,NORMAL
2025-04-05 17:30:00,INV-01,11.5151,11.0658,600.61,0.0192,35.2,0.96098,NORMAL
2025-04-05 18:00:00,INV-01,10.8741,10.4755,595.69,0.0183,24.88,0.96334,NORMAL
2025-04-05 18:30:00,INV-01,0.0,0.0,0.0,0.0,20.59,,NORMAL
2025-04-05 19:00:00,INV-01,0.0,0.0,0.0,0.0,16.85,,NORMAL
2025-04-05 19:30:00,INV-01,0.0,0.0,0.0,0.0,22.44,,NORMAL
2025-04-05 20:00:00,INV-01,0.0,0.0,0.0,0.0,17.43,,NORMAL
2025-04-05 20:30:00,INV-01,0.0,0.0,0.0,0.0,21.14,,NORMAL
2025-04-05 21:00:00,INV-01,0.0,0.0,0.0,0.0,19.61,,NORMAL
2025-04-05 21:30:00,INV-01,0.0,0.0,0.0,0.0,19.2,,NORMAL
2025-04-05 22:00:00,INV-01,0.0,0.0,0.0,0.0,23.45,,NORMAL
2025-04-05 22:30:00,INV-01,0.0,0.0,0.0,0.0,19.21,,NORMAL
2025-04-05 23:00:00,INV-01,0.0,0.0,0.0,0.0,20.15,,NORMAL
2025-04-05 23:30:00,INV-01,0.0,0.0,0.0,0.0,20.32,,NORMAL
2025-04-06 00:00:00,INV-01,0.0,0.0,0.0,0.0,17.66,,NORMAL
2025-04-06 00:30:00,INV-01,0.0,0.0,0.0,0.0,12.25,,NORMAL
2025-04-06 01:00:00,INV-01,0.0,0.0,0.0,0.0,17.46,,NORMAL
2025-04-06 01:30:00,INV-01,0.0,0.0,0.0,0.0,25.07,,NORMAL
2025-04-06 02:00:00,INV-01,0.0,0.0,0.0,0.0,23.86,,NORMAL
2025-04-06 02:30:00,INV-01,0.0,0.0,0.0,0.0,17.02,,NORMAL
2025-04-06 03:00:00,INV-01,0.0,0.0,0.0,0.0,30.15,,NORMAL
2025-04-06 03:30:00,INV-01,0.0,0.0,0.0,0.0,14.99,,NORMAL
2025-04-06 04:00:00,INV-01,0.0,0.0,0.0,0.0,20.82,,NORMAL
2025-04-06 04:30:00,INV-01,0.0,0.0,0.0,0.0,18.44,,NORMAL
2025-04-06 05:00:00,INV-01,0.0,0.0,0.0,0.0,14.24,,NORMAL
2025-04-06 05:30:00,INV-01,0.0,0.0,0.0,0.0,16.36,,NORMAL
2025-04-06 06:00:00,INV-01,12.6606,12.1631,612.31,0.0207,25.05,0.96071,NORMAL
2025-04-06 06:30:00,INV-01,19.4581,18.8726,604.35,0.0322,34.48,0.96991,NORMAL
2025-04-06 07:00:00,INV-01,10.3961,10.2044,599.0,0.0174,34.61,0.98157,NORMAL
2025-04-06 07:30:00,INV-01,56.1986,53.7889,615.7,0.0913,32.53,0.95712,NORMAL
2025-04-06 08:00:00,INV-01,33.1398,32.3892,585.36,0.0566,41.47,0.97735,NORMAL
2025-04-06 08:30:00,INV-01,58.9086,57.7388,610.08,0.0966,40.07,0.98014,NORMAL
2025-04-06 09:00:00,INV-01,72.4902,69.925,618.97,0.1171,48.39,0.96461,NORMAL
2025-04-06 09:30:00,INV-01,75.8688,72.7151,613.12,0.1237,48.99,0.95843,NORMAL
2025-04-06 10:00:00,INV-01,110.4658,106.3976,610.54,0.1809,46.39,0.96317,NORMAL
2025-04-06 10:30:00,INV-01,67.8062,65.7524,619.78,0.1094,64.57,0.96971,NORMAL
2025-04-06 11:00:00,INV-01,98.7281,96.2855,608.52,0.1622,57.88,0.97526,NORMAL
2025-04-06 11:30:00,INV-01,63.3176,61.6693,602.99,0.105,51.4,0.97397,NORMAL
2025-04-06 12:00:00,INV-01,115.2888,113.5593,615.0,0.1875,62.76,0.985,NORMAL
2025-04-06 12:30:00,INV-01,87.7043,85.6574,592.23,0.1481,58.87,0.97666,NORMAL
2025-04-06 13:00:00,INV-01,60.5894,58.2995,597.72,0.1014,59.15,0.96221,NORMAL
2025-04-06 13:30:00,INV-01,67.587,65.7872,580.1,0.1165,57.89,0.97337,NORMAL
2025-04-06 14:00:00,INV-01,112.3444,109.2998,612.53,0.1834,52.37,0.9729,NORMAL
2025-04-06 14:30:00,INV-01,40.6186,39.8668,589.52,0.0689,52.28,0.98149,NORMAL
2025-04-06 15:00:00,INV-01,86.5052,84.8299,603.34,0.1434,43.47,0.98063,NORMAL
2025-04-06 15:30:00,INV-01,26.67,25.9833,611.07,0.0436,40.4,0.97425,NORMAL
2025-04-06 16:00:00,INV-01,64.8311,62.4703,608.92,0.1065,41.55,0.96359,NORMAL
2025-04-06 16:30:00,INV-01,42.3072,41.0075,583.49,0.0725,35.83,0.96928,NORMAL
2025-04-06 17:00:00,INV-01,28.031,27.4504,597.87,0.0469,29.35,0.97929,NORMAL
2025-04-06 17:30:00,INV-01,15.103,14.6032,590.54,0.0256,26.74,0.9669,NORMAL
2025-04-06 18:00:00,INV-01,10.0741,9.8759,591.72,0.017,23.81,0.98032,NORMAL
2025-04-06 18:30:00,INV-01,0.0,0.0,0.0,0.0,21.43,,NORMAL
2025-04-06 19:00:00,INV-01,0.0,0.0,0.0,0.0,23.54,,NORMAL
2025-04-06 19:30:00,INV-01,0.0,0.0,0.0,0.0,24.92,,NORMAL
2025-04-06 20:00:00,INV-01,0.0,0.0,0.0,0.0,19.94,,NORMAL
2025-04-06 20:30:00,INV-01,0.0,0.0,0.0,0.0,12.71,,NORMAL
2025-04-06 21:00:00,INV-01,0.0,0.0,0.0,0.0,18.12,,NORMAL
2025-04-06 21:30:00,INV-01,0.0,0.0,0.0,0.0,23.35,,NORMAL
2025-04-06 22:00:00,INV-01,0.0,0.0,0.0,0.0,26.86,,NORMAL
2025-04-06 22:30:00,INV-01,0.0,0.0,0.0,0.0,14.61,,NORMAL
