export_timestamp,inverter_id,energy_kwh,reactive_power_kvar,curtailment_flag,tariff_rate,revenue_usd,power_factor,frequency_hz
2025-04-03 07:00:00,INV-01,13.7639,1.4638,False,0.0601,0.8272,0.9432,49.9923
2025-04-03 07:30:00,INV-01,21.4851,0.3181,False,0.0792,1.7016,0.9329,50.0086
2025-04-03 08:00:00,INV-01,25.8962,3.5583,False,0.045,1.1653,0.9944,50.0064
2025-04-03 08:30:00,INV-01,23.9537,-0.7392,False,0.0771,1.8468,0.9846,49.9821
2025-04-03 09:00:00,INV-01,30.777,2.9116,False,0.1469,4.5211,0.9707,50.0151
2025-04-03 09:30:00,INV-01,42.9553,4.4905,False,0.1226,5.2663,0.9897,50.0108
2025-04-03 10:00:00,INV-01,40.3121,4.8793,False,0.149,6.0065,0.9843,50.0036
2025-04-03 10:30:00,INV-01,38.93,-1.5119,False,0.1431,5.5709,0.9349,49.9914
2025-04-03 11:00:00,INV-01,45.6509,4.9795,False,0.1402,6.4003,0.9914,49.9919
2025-04-03 11:30:00,INV-01,31.48,3.5171,False,0.1488,4.6842,0.9631,49.996
2025-04-03 12:00:00,INV-01,56.115,7.013,False,0.1302,7.3062,0.9846,49.9754
2025-04-03 12:30:00,INV-01,39.1277,-1.1575,False,0.1341,5.247,0.9917,49.9992
2025-04-03 13:00:00,INV-01,35.7608,1.6405,False,0.1236,4.42,0.9454,50.0178
2025-04-03 13:30:00,INV-01,47.572,2.4238,False,0.1307,6.2177,0.9288,50.0175
2025-04-03 14:00:00,INV-01,37.7965,2.7204,False,0.1355,5.1214,0.9382,49.9924
2025-04-03 14:30:00,INV-01,23.6883,1.6935,False,0.1446,3.4253,0.9542,50.0213
2025-04-03 15:00:00,INV-01,22.9622,-0.8254,False,0.1472,3.38,0.9854,50.0381
2025-04-03 15:30:00,INV-01,23.7321,-1.1162,False,0.1288,3.0567,0.9889,49.9937
2025-04-03 16:00:00,INV-01,30.7467,3.2879,False,0.1896,5.8296,0.9206,50.0138
2025-04-03 16:30:00,INV-01,22.6411,1.4178,False,0.2275,5.1509,0.9609,49.9547
2025-04-03 17:00:00,INV-01,11.6985,0.1406,False,0.2446,2.8615,0.9534,49.9748
2025-04-03 17:30:00,INV-01,10.9817,0.7488,False,0.2177,2.3907,0.9378,50.0018
2025-04-03 18:00:00,INV-01,3.909,0.3018,False,0.2354,0.9202,0.9296,49.9799
2025-04-03 18:30:00,INV-01,0.0,0.0,False,0.1979,0.0,0.947,50.0408
2025-04-03 19:00:00,INV-01,0.0,0.0,False,0.1908,0.0,0.9954,50.012
2025-04-03 19:30:00,INV-01,0.0,0.0,False,0.2286,0.0,0.9459,50.0193
2025-04-03 20:00:00,INV-01,0.0,0.0,False,0.2025,0.0,0.9615,49.9994
2025-04-03 20:30:00,INV-01,0.0,0.0,False,0.1928,0.0,0.9762,49.9799
2025-04-03 21:00:00,INV-01,0.0,0.0,False,0.061,0.0,0.9491,49.9896
2025-04-03 21:30:00,INV-01,0.0,0.0,False,0.0477,0.0,0.9977,50.0051
2025-04-03 22:00:00,INV-01,0.0,0.0,False,0.0701,0.0,0.997,49.9872
2025-04-03 22:30:00,INV-01,0.0,0.0,False,0.0586,0.0,0.9401,50.0134
2025-04-03 23:00:00,INV-01,0.0,0.0,False,0.0656,0.0,0.9598,50.0142
2025-04-03 23:30:00,INV-01,0.0,0.0,False,0.0709,0.0,0.9441,50.0001
2025-04-04 00:00:00,INV-01,-9999.0,-9999.0,False,0.0684,0.0,0.9428,49.9635
2025-04-04 00:30:00,INV-01,0.0,0.0,False,0.0515,0.0,0.923,50.0343
2025-04-04 01:00:00,INV-01,0.0,0.0,False,0.0449,0.0,0.9688,49.9957
2025-04-04 01:30:00,INV-01,0.0,0.0,False,0.0711,0.0,0.9602,50.0542
2025-04-04 02:00:00,INV-01,0.0,0.0,False,0.072,0.0,0.9241,50.0131
2025-04-04 02:30:00,INV-01,0.0,0.0,False,0.042,0.0,0.9423,49.9958
2025-04-04 03:00:00,INV-01,0.0,0.0,False,0.0485,0.0,0.9927,50.009
2025-04-04 03:30:00,INV-01,0.0,0.0,False,0.0585,0.0,0.9392,49.9596
2025-04-04 04:00:00,INV-01,0.0,0.0,False,0.0613,0.0,0.9316,50.0205
2025-04-04 04:30:00,INV-01,0.0,0.0,False,0.069,0.0,0.9592,50.0513
2025-04-04 05:00:00,INV-01,0.0,0.0,False,0.0427,0.0,0.9989,49.9582
2025-04-04 05:30:00,INV-01,0.0,0.0,False,0.0562,0.0,0.9394,49.9943
2025-04-04 06:00:00,INV-01,6.2695,0.0018,False,0.0536,0.336,0.9738,49.9979
2025-04-04 06:30:00,INV-01,11.3637,1.0114,False,0.0594,0.675,0.9809,50.0175
2025-04-04 07:00:00,INV-01,13.2665,1.2987,False,0.0688,0.9127,0.939,50.0421
2025-04-04 07:30:00,INV-01,18.7786,-0.4878,False,0.0456,0.8563,0.9783,50.0077
2025-04-04 08:00:00,INV-01,29.1591,0.4315,False,0.0693,2.0207,0.9494,50.0428
2025-04-04 08:30:00,INV-01,15.0852,2.0599,False,0.049,0.7392,0.9706,50.0034
2025-04-04 09:00:00,INV-01,29.5852,2.2183,False,0.1257,3.7189,0.9707,50.009
2025-04-04 09:30:00,INV-01,27.4491,1.5558,False,0.1305,3.5821,0.9629,50.0066
2025-04-04 10:00:00,INV-01,35.5982,2.1755,False,0.1305,4.6456,0.9272,50.0244
2025-04-04 10:30:00,INV-01,41.9703,-0.2001,False,0.1284,5.389,0.9868,49.9916
2025-04-04 11:00:00,INV-01,52.8097,4.023,False,0.1385,7.3141,0.9457,50.0164
2025-04-04 11:30:00,INV-01,31.0458,0.1927,False,0.1342,4.1663,0.9349,49.9754
2025-04-04 12:00:00,INV-01,13.6153,0.616,True,0.1255,1.7087,0.9233,49.9943
2025-04-04 12:30:00,INV-01,53.6159,4.3262,False,0.1321,7.0827,0.9673,49.9873
2025-04-04 13:00:00,INV-01,36.1013,3.8143,False,0.1454,5.2491,0.9742,50.0018
2025-04-04 13:30:00,INV-01,50.534,5.8661,False,0.1306,6.5997,0.9213,49.9937
2025-04-04 14:00:00,INV-01,43.0592,0.2865,False,0.1219,5.2489,0.961,50.0226
2025-04-04 14:30:00,INV-01,34.7416,2.9218,False,0.139,4.8291,0.9381,49.9824
2025-04-04 15:00:00,INV-01,39.4628,-1.6166,False,0.1477,5.8287,0.9716,49.9654
2025-04-04 15:30:00,INV-01,29.8086,0.9647,False,0.1356,4.042,0.9339,49.9729
2025-04-04 16:00:00,INV-01,21.4834,2.6741,False,0.2111,4.5351,0.9753,50.0199
2025-04-04 16:30:00,INV-01,15.2918,1.921,False,0.1817,2.7785,0.9509,49.9806
2025-04-04 17:00:00,INV-01,21.1704,0.0394,False,0.234,4.9539,0.9949,50.008
2025-04-04 17:30:00,INV-01,8.9341,-0.214,False,0.2194,1.9601,0.931,49.9941
2025-04-04 18:00:00,INV-01,6.3945,0.8504,False,0.2409,1.5404,0.9473,50.0165
2025-04-04 18:30:00,INV-01,0.0,0.0,False,0.2347,0.0,0.9291,49.9954
2025-04-04 19:00:00,INV-01,0.0,0.0,False,0.2289,0.0,0.994,50.0553
2025-04-04 19:30:00,INV-01,0.0,0.0,False,0.2403,0.0,0.9902,50.038
2025-04-04 20:00:00,INV-01,0.0,0.0,False,0.2151,0.0,0.9406,49.9937
2025-04-04 20:30:00,INV-01,0.0,0.0,False,0.2187,0.0,0.9728,49.991
2025-04-04 21:00:00,INV-01,0.0,0.0,False,0.0664,0.0,0.9854,50.0626
2025-04-04 21:30:00,INV-01,0.0,0.0,False,0.0739,0.0,0.9644,49.9784
2025-04-04 22:00:00,INV-01,0.0,0.0,False,0.0487,0.0,0.9624,49.9989
2025-04-04 22:30:00,INV-01,0.0,0.0,False,0.0416,0.0,0.9393,50.0004
2025-04-04 23:00:00,INV-01,0.0,0.0,False,0.0605,0.0,0.9274,50.0
2025-04-04 23:30:00,INV-01,0.0,0.0,False,0.0405,0.0,0.9918,49.9652
2025-04-05 00:00:00,INV-01,0.0,0.0,False,0.0478,0.0,0.992,50.0099
2025-04-05 00:30:00,INV-01,0.0,0.0,False,0.0672,0.0,0.9706,49.9806
2025-04-05 01:00:00,INV-01,0.0,0.0,False,0.0747,0.0,0.9471,50.0287
2025-04-05 01:30:00,INV-01,0.0,0.0,False,0.0421,0.0,0.9479,49.9709
2025-04-05 02:00:00,INV-01,0.0,0.0,False,0.0708,0.0,0.9781,50.0012
2025-04-05 02:30:00,INV-01,0.0,0.0,False,0.0775,0.0,0.9918,49.9557
2025-04-05 03:00:00,INV-01,0.0,0.0,False,0.0762,0.0,0.991,49.9569
2025-04-05 03:30:00,INV-01,0.0,0.0,False,0.0464,0.0,0.9824,49.9832
2025-04-05 04:00:00,INV-01,0.0,0.0,False,0.0549,0.0,0.9714,49.986
2025-04-05 04:30:00,INV-01,0.0,0.0,False,0.0649,0.0,0.9267,50.0293
2025-04-05 05:00:00,INV-01,0.0,0.0,False,0.0734,0.0,0.9329,49.9992
2025-04-05 05:30:00,INV-01,0.0,0.0,False,0.0436,0.0,0.9919,50.0258
2025-04-05 06:00:00,INV-01,6.7378,0.9458,False,0.0642,0.4326,0.9685,49.9924
2025-04-05 06:30:00,INV-01,6.4603,0.0765,False,0.0624,0.4031,0.9207,50.0121
2025-04-05 07:00:00,INV-01,11.3024,-0.1029,False,0.0437,0.4939,0.9281,49.9855
2025-04-05 07:30:00,INV-01,23.2285,0.8677,False,0.0707,1.6423,0.9731,49.9841
2025-04-05 08:00:00,INV-01,30.0697,3.7494,False,0.0512,1.5396,0.9204,49.9636
2025-04-05 08:30:00,INV-01,36.7001,4.2708,False,0.0479,1.7579,0.9329,50.0067
2025-04-05 09:00:00,INV-01,37.3688,2.8397,False,0.1429,5.34,0.9639,50.0052
2025-04-05 09:30:00,INV-01,26.0188,-0.8733,False,0.1279,3.3278,0.9754,50.0155
2025-04-05 10:00:00,INV-01,16.8915,1.0279,False,0.1474,2.4898,0.9722,50.0043
2025-04-05 10:30:00,INV-01,43.0451,2.5725,False,0.123,5.2945,0.9379,50.0405
2025-04-05 11:00:00,INV-01,54.1841,6.0874,False,0.1267,6.8651,0.977,50.0035
2025-04-05 11:30:00,INV-01,32.5879,4.1322,False,0.1401,4.5656,0.939,50.0198
2025-04-05 12:00:00,INV-01,19.3755,0.5028,True,0.127,2.4607,0.946,49.9935
2025-04-05 12:30:00,INV-01,42.1769,6.16,False,0.1386,5.8457,0.9797,49.9818
2025-04-05 13:00:00,INV-01,39.5027,1.717,False,0.1242,4.9062,0.972,50.0144
2025-04-05 13:30:00,INV-01,34.1547,-1.1792,False,0.1473,5.031,0.9879,49.9982
2025-04-05 14:00:00,INV-01,20.5125,1.9521,True,0.1201,2.4636,0.9726,50.0166
2025-04-05 14:30:00,INV-01,14.0486,-0.637,False,0.144,2.023,0.9655,50.0071
2025-04-05 15:00:00,INV-01,25.8884,1.9398,False,0.1399,3.6218,0.9275,49.9841
2025-04-05 15:30:00,INV-01,30.8436,2.7948,False,0.1275,3.9326,0.9494,50.0215
2025-04-05 16:00:00,INV-01,27.7122,-1.0881,False,0.2381,6.5983,0.9412,49.9826
2025-04-05 16:30:00,INV-01,25.9367,3.8264,False,0.2176,5.6438,0.9395,50.0125
2025-04-05 17:00:00,INV-01,15.9515,2.1251,False,0.2417,3.8555,0.9978,50.0256
2025-04-05 17:30:00,INV-01,12.1808,-0.5958,False,0.1821,2.2181,0.9514,49.9923
2025-04-05 18:00:00,INV-01,4.5545,0.4994,False,0.1969,0.8968,0.9914,50.0231
2025-04-05 18:30:00,INV-01,0.0,0.0,False,0.2076,0.0,0.9705,50.008
2025-04-05 19:00:00,INV-01,0.0,0.0,False,0.2151,0.0,0.9836,50.017
2025-04-05 19:30:00,INV-01,0.0,0.0,False,0.2008,0.0,0.9602,49.9833
2025-04-05 20:00:00,INV-01,-9999.0,-9999.0,False,0.2099,0.0,0.9662,50.0043
2025-04-05 20:30:00,INV-01,0.0,0.0,False,0.2341,0.0,0.9594,49.9718
2025-04-05 21:00:00,INV-01,0.0,0.0,False,0.0623,0.0,0.9356,50.0342
2025-04-05 21:30:00,INV-01,0.0,0.0,False,0.0762,0.0,0.9778,49.9597
2025-04-05 22:00:00,INV-01,0.0,0.0,False,0.0692,0.0,0.9425,49.9929
2025-04-05 22:30:00,INV-01,0.0,0.0,False,0.0553,0.0,0.9219,49.9814
2025-04-05 23:00:00,INV-01,0.0,0.0,False,0.0792,0.0,0.9716,50.0135
2025-04-05 23:30:00,INV-01,0.0,0.0,False,0.0633,0.0,0.9342,50.0385
2025-04-06 00:00:00,INV-01,0.0,0.0,False,0.0439,0.0,0.9952,50.0131
2025-04-06 00:30:00,INV-01,0.0,0.0,False,0.0532,0.0,0.9963,50.0592
2025-04-06 01:00:00,INV-01,0.0,0.0,False,0.0502,0.0,0.9932,49.9724
2025-04-06 01:30:00,INV-01,0.0,0.0,False,0.0678,0.0,0.9496,49.974
2025-04-06 02:00:00,INV-01,0.0,0.0,False,0.0641,0.0,0.9212,49.9821
2025-04-06 02:30:00,INV-01,0.0,0.0,False,0.0499,0.0,0.9943,50.0024
2025-04-06 03:00:00,INV-01,0.0,0.0,False,0.0525,0.0,0.9543,49.9795
2025-04-06 03:30:00,INV-01,0.0,0.0,False,0.0798,0.0,0.9973,49.985
2025-04-06 04:00:00,INV-01,0.0,0.0,False,0.0429,0.0,0.9971,50.0124
2025-04-06 04:30:00,INV-01,0.0,0.0,False,0.0789,0.0,0.9882,49.9752
2025-04-06 05:00:00,INV-01,0.0,0.0,False,0.0452,0.0,0.9436,49.9773
2025-04-06 05:30:00,INV-01,0.0,0.0,False,0.0551,0.0,0.9508,49.992
2025-04-06 06:00:00,INV-01,-9999.0,-9999.0,False,0.0748,0.0,0.9881,49.9939
2025-04-06 06:30:00,INV-01,13.1132,-0.2644,False,0.0566,0.7422,0.9454,50.0202
2025-04-06 07:00:00,INV-01,16.0469,-0.1625,False,0.0793,1.2725,0.9336,49.982
2025-04-06 07:30:00,INV-01,8.6408,0.4514,False,0.0588,0.5081,0.9645,49.9856
2025-04-06 08:00:00,INV-01,30.431,0.5456,False,0.0773,2.3523,0.9949,50.0116
2025-04-06 08:30:00,INV-01,36.1157,-0.188,False,0.0711,2.5678,0.9757,50.016
2025-04-06 09:00:00,INV-01,32.527,4.0798,False,0.1394,4.5343,0.9656,50.0286
2025-04-06 09:30:00,INV-01,41.0127,1.4017,False,0.1401,5.7459,0.9278,50.0094
2025-04-06 10:00:00,INV-01,31.9949,-0.7238,False,0.1246,3.9866,0.9692,50.0026
2025-04-06 10:30:00,INV-01,41.6684,5.2188,False,0.1389,5.7877,0.9992,50.0115
2025-04-06 11:00:00,INV-01,43.2974,3.6357,False,0.1448,6.2695,0.9312,49.9947
2025-04-06 11:30:00,INV-01,45.4894,5.9682,False,0.1373,6.2457,0.9615,49.9945
2025-04-06 12:00:00,INV-01,34.3999,1.7709,False,0.1429,4.9157,0.9902,49.9645
2025-04-06 12:30:00,INV-01,-9999.0,-9999.0,False,0.1461,0.0,0.9793,50.0179
2025-04-06 13:00:00,INV-01,22.3046,-1.0967,False,0.1421,3.1695,0.9758,50.0042
2025-04-06 13:30:00,INV-01,45.1631,1.878,False,0.1431,6.4628,0.9762,50.0155
2025-04-06 14:00:00,INV-01,34.7486,-0.2509,False,0.1207,4.1942,0.9488,49.9437
2025-04-06 14:30:00,INV-01,29.7145,1.088,False,0.136,4.0412,0.9435,49.9991
2025-04-06 15:00:00,INV-01,27.3307,1.6554,False,0.1251,3.4191,0.9847,49.9829
2025-04-06 15:30:00,INV-01,29.245,1.6598,False,0.1283,3.7521,0.9848,50.03
2025-04-06 16:00:00,INV-01,29.0016,-0.1396,False,0.189,5.4813,0.9894,50.0123
2025-04-06 16:30:00,INV-01,19.6112,0.0961,False,0.2089,4.0968,0.9931,50.0047
2025-04-06 17:00:00,INV-01,18.0151,0.4526,False,0.2429,4.3759,0.9609,49.9914
2025-04-06 17:30:00,INV-01,11.7125,0.7356,False,0.2488,2.9141,0.9601,50.0079
2025-04-06 18:00:00,INV-01,5.6518,0.8243,False,0.2294,1.2965,0.9839,49.9814
2025-04-06 18:30:00,INV-01,0.0,0.0,False,0.205,0.0,0.972,49.998
2025-04-06 19:00:00,INV-01,0.0,0.0,False,0.2443,0.0,0.9762,49.9884
2025-04-06 19:30:00,INV-01,0.0,0.0,False,0.2109,0.0,0.9837,50.0453
2025-04-06 20:00:00,INV-01,0.0,0.0,False,0.2005,0.0,0.9912,50.0294
2025-04-06 20:30:00,INV-01,0.0,0.0,False,0.2067,0.0,0.947,50.0213
2025-04-06 21:00:00,INV-01,0.0,0.0,False,0.0529,0.0,0.95,49.9702
2025-04-06 21:30:00,INV-01,0.0,0.0,False,0.0628,0.0,0.9275,50.0173
2025-04-06 22:00:00,INV-01,0.0,0.0,False,0.0639,0.0,0.9663,50.0038
2025-04-06 22:30:00,INV-01,0.0,0.0,False,0.0496,0.0,0.9229,50.0245
